ID,Reef_ID,Latitude.Degrees,Longitude.Degrees,Ocean_Name,Realm,Ecoregion,Country_Name,State_Island_Province,City_Town,City_Town_2,City_Town_3,Date,Depth,Organism Code,Bleaching_S1,Bleaching_S2,Bleaching_S3,Bleaching_S4,Average_Bleaching,substrate_code,Hard_Coral_S1,Hard_Coral_S2,Hard_Coral_S3,Hard_Coral_S4,Average_coral_cover
5676,35.25.58.2E.24.12.58.61N,24.21627778,35.43283333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,12/20/2009,8.5,Bleaching (% of population),0,0,0,0,0,HC,22,21,28,24,23.75
5677,35.25.58.2E.24.12.58.61N,24.21627778,35.43283333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/16/2012,3.5,Bleaching (% of population),0,0,,,,HC,16,18,21,15,17.5
5678,35.25.58.2E.24.12.58.61N,24.21627778,35.43283333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/16/2012,8.5,Bleaching (% of population),0,0,0,0,0,HC,19,15,18,21,18.25
5679,35.3.54.9E.24.45.17.2N,24.75477778,35.06525,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,10/31/2004,5,Bleaching (% of population),0,0,0,0,0,,,,,,
5680,35.3.54.9E.24.45.17.2N,24.75477778,35.06525,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,10/31/2004,11,Bleaching (% of population),0,0,0,0,0,,,,,,
5681,35.3.54.9E.24.45.17.2N,24.75477778,35.06525,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,12/2/2005,6,Bleaching (% of population),0,0,0,0,0,HC,10,8,11,10,9.75
5682,35.3.54.9E.24.45.17.2N,24.75477778,35.06525,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/18/2007,5.5,Bleaching (% of population),0,0,0,0,0,HC,18,6,18,9,12.75
5683,35.3.54.9E.24.45.17.2N,24.75477778,35.06525,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,4/1/2012,6,Bleaching (% of population),0,0,8,0,2,HC,8,15,13,9,11.25
5684,34.57.53E.24.55.38N,24.92722222,34.96472222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/11/2010,3.5,Bleaching (% of population),0,0,0,0,0,HC,17,7,12,11,11.75
5685,34.57.53E.24.55.38N,24.92722222,34.96472222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/11/2010,8.5,Bleaching (% of population),0,0,0,0,0,HC,17,17,14,24,18
5686,34.57.53E.24.55.38N,24.92722222,34.96472222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,11/12/2011,3.5,Bleaching (% of population),0,0,0,0,0,HC,10,12,16,15,13.25
5687,34.57.53E.24.55.38N,24.92722222,34.96472222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,11/12/2011,8.5,Bleaching (% of population),0,0,0,0,0,HC,11,15,20,25,17.75
5688,34.57.53E.24.55.38N,24.92722222,34.96472222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/18/2013,3.5,Bleaching (% of population),0,0,0,0,0,HC,11,11,8,12,10.5
5689,34.57.53E.24.55.38N,24.92722222,34.96472222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/18/2013,8.5,Bleaching (% of population),0,0,0,0,0,HC,10,18,13,12,13.25
5690,34.57.53E.24.55.38N,24.92722222,34.96472222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/17/2015,3.5,Bleaching (% of population),0,0,0,0,0,HC,19,13,11,17,15
5691,34.57.53E.24.55.38N,24.92722222,34.96472222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/17/2015,8.5,Bleaching (% of population),0,0,0,0,0,HC,18,17,13,21,17.25
5692,34.57.48.5E.24.55.43N,24.92861111,34.96347222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/9/2010,3.5,Bleaching (% of population),0,0,0,0,0,HC,16,21,15,17,17.25
5693,34.57.48.5E.24.55.43N,24.92861111,34.96347222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/9/2010,8.5,Bleaching (% of population),0,0,0,0,0,HC,12,7,19,6,11
5694,34.57.48.5E.24.55.43N,24.92861111,34.96347222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,11/12/2011,3.5,Bleaching (% of population),0,0,0,0,0,HC,17,20,24,13,18.5
5695,34.57.48.5E.24.55.43N,24.92861111,34.96347222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,11/12/2011,8.5,Bleaching (% of population),0,0,0,0,0,,,,,,
5696,34.57.48.5E.24.55.43N,24.92861111,34.96347222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/18/2013,3.5,Bleaching (% of population),0,0,0,0,0,HC,12,13,17,,14
5697,34.57.48.5E.24.55.43N,24.92861111,34.96347222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/18/2013,8.5,Bleaching (% of population),0,0,0,0,0,HC,13,9,8,12,10.5
5698,34.57.48.5E.24.55.43N,24.92861111,34.96347222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/16/2015,8.5,Bleaching (% of population),0,0,0,0,0,HC,13,19,14,11,14.25
5699,34.57.48.5E.24.55.43N,24.92861111,34.96347222,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/17/2015,3.5,Bleaching (% of population),0,0,0,0,0,HC,16,17,19,21,18.25
5700,34.57.48E.24.56.151N,24.93586111,34.958,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/10/2005,5,Bleaching (% of population),0,0,0,0,0,HC,17,21,17,17,18
5701,34.57.48E.24.56.151N,24.93586111,34.958,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/10/2005,10,Bleaching (% of population),0,0,0,0,0,HC,17,23,16,9,16.25
5702,34.56E.24.56N,24.94172222,34.94833333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/10/2005,5,Bleaching (% of population),0,0,0,0,0,HC,25,23,27,22,24.25
5703,34.56E.24.56N,24.94172222,34.94833333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/22/2007,6,Bleaching (% of population),0,0,0,0,0,HC,11,10,20,21,15.5
5704,34.56E.24.56N,24.94172222,34.94833333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/25/2012,5,Bleaching (% of population),0,0,0,0,0,HC,17,26,20,22,21.25
5705,34.59.0E.24.56.36N,24.94333333,34.98333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/19/2005,6,Bleaching (% of population),0,0,0,0,0,HC,10,15,10,21,14
5706,34.59.0E.24.56.36N,24.94333333,34.98333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/19/2005,12,Bleaching (% of population),0,0,0,0,0,HC,0,0,5,12,4.25
5707,34.59.0E.24.56.36N,24.94333333,34.98333333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/13/2006,12,Bleaching (% of population),0,0,0,0,0,HC,6,1,0,8,3.75
5708,34.59.8.34E.24.56.36.62N,24.9435,34.98563889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/28/2017,3.5,Bleaching (% of population),0,0,0,0,0,HC,18,22,20,14,18.5
5709,34.59.8.34E.24.56.36.62N,24.9435,34.98563889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/28/2017,8.5,Bleaching (% of population),0,0,0,0,0,HC,16,23,31,24,23.5
5710,34.56.567E.24.57.186N,24.95311111,34.94277778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/23/2007,12,Bleaching (% of population),0,0,0,0,0,HC,10,9,5,11,8.75
5711,34.56.29.7E.24.57.46.2N,24.96283333,34.94158333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/9/2014,5,Bleaching (% of population),0,0,0,0,0,HC,16,24,22,21,20.75
5712,34.56.168E.24.57.859N,24.96430556,34.93613889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/21/2004,4.5,Bleaching (% of population),0,0,0,0,0,,,,,,
5713,34.56.168E.24.57.859N,24.96430556,34.93613889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/18/2005,8,Bleaching (% of population),0,0,0,0,0,HC,6,15,15,17,13.25
5714,34.56.168E.24.57.859N,24.96430556,34.93613889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/12/2012,5,Bleaching (% of population),0,0,0,0,0,HC,23,27,19,21,22.5
5715,34.56.168E.24.57.859N,24.96430556,34.93613889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/12/2012,9,Bleaching (% of population),0,0,0,0,0,HC,17,7,9,18,12.75
5716,34.56.168E.24.57.859N,24.96430556,34.93613889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/9/2014,5,Bleaching (% of population),0,0,0,0,0,HC,19,21,16,18,18.5
5717,34.56.9.59E.24.57.55.37N,24.96538889,34.936,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,4/21/2013,5,Bleaching (% of population),0,0,0,0,0,HC,4,8,6,4,5.5
5718,34.56.8.2E.24.57.58N,24.96611111,34.93561111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,4/16/2014,1,Bleaching (% of population),5,5,15,10,8.75,HC,1,0,4,5,2.5
5719,34.56.29.7E.24.58.03N,24.9675,34.94158333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,10/8/2007,6,Bleaching (% of population),0,0,0,0,0,HC,5,4,2,6,4.25
5720,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/24/2004,6,Bleaching (% of population),0,0,0,0,0,HC,18,19,19,12,17
5721,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/18/2004,8,Bleaching (% of population),0,0,0,0,0,HC,23,24,20,20,21.75
5722,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/16/2005,5,Bleaching (% of population),0,0,0,0,0,HC,18,23,17,19,19.25
5723,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/29/2006,5,Bleaching (% of population),0,0,0,0,0,HC,22,17,24,15,19.5
5724,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/28/2007,5,Bleaching (% of population),0,0,0,0,0,HC,22,24,10,19,18.75
5725,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/14/2009,5,Bleaching (% of population),0,0,0,0,0,HC,26,12,25,16,19.75
5726,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,3/31/2012,5.9,Bleaching (% of population),0,0,0.001,0,0.00025,HC,23,18,14,22,19.25
5727,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/12/2012,5,Bleaching (% of population),0,0,0,0,0,HC,23,27,19,21,22.5
5728,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,4/19/2013,5,Bleaching (% of population),0,0,0,0,0,HC,17,26,20,21,21
5729,34.56.523E.24.58.166N,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,3/21/2014,5,Bleaching (% of population),0,0,0,0,0,HC,19,28,15,18,20
5730,34.56.523E.24.58.166N2,24.96944444,34.94205556,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,3/21/2014,5,Bleaching (% of population),0,10,10,15,8.75,HC,1,3,3,0,1.75
5731,34.56.756E.24.58.37N,24.97694444,34.94594444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/12/2004,11,Bleaching (% of population),0,0,0,0,0,HC,21,13,17,12,15.75
5732,34.56.756E.24.58.37N,24.97694444,34.94594444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/18/2005,6,Bleaching (% of population),0,0,0,0,0,HC,15,17,5,8,11.25
5733,34.56.756E.24.58.37N,24.97694444,34.94594444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/18/2005,14,Bleaching (% of population),0,0,0,0,0,HC,21,7,12,5,11.25
5734,34.56.756E.24.58.37N,24.97694444,34.94594444,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/30/2006,5,Bleaching (% of population),0,0,0,0,0,HC,27,23,20,13,20.75
5735,34.56.29.7E.24.58.3N,24.98336111,34.94891667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,12/1/2005,10,Bleaching (% of population),0,0,0,0,0,HC,18,8,7,12,11.25
5736,34.56.29.7E.24.58.3N,24.98336111,34.94891667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/19/2007,12,Bleaching (% of population),0,0,0,0,0,HC,9,2,2,8,5.25
5737,34.59.46.2E.24.59.7.3N,24.98536111,34.99616667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/15/2006,12,Bleaching (% of population),0,0,0,0,0,HC,5,7,10,11,8.25
5738,35.55.36E.25.0.49N,25.01361111,35.92666667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,4/23/2014,12,Bleaching (% of population),10,0,0,0,2.5,HC,8,9,18,6,10.25
5739,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/22/2004,8,Bleaching (% of population),0,0,0,0,0,HC,11,3,10,13,9.25
5740,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/14/2004,5,Bleaching (% of population),1,0,0,0,0.25,HC,12,17,12,5,11.5
5741,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/14/2004,11,Bleaching (% of population),0,0,0,0,0,HC,13,22,13,7,13.75
5742,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,3/23/2005,5.5,Bleaching (% of population),0,0,0,0,0,HC,12,16,15,9,13
5743,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,10/1/2007,6,Bleaching (% of population),0,0,0,0,0,HC,11,10,11,15,11.75
5744,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,10/1/2007,12,Bleaching (% of population),0,0,0,0,0,HC,2,8,14,19,10.75
5745,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/15/2009,7.5,Bleaching (% of population),0,0,0,0,0,HC,10,11,7,9,9.25
5746,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/13/2012,5,Bleaching (% of population),17,0,25,0,10.5,HC,6,12,4,6,7
5747,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/13/2012,10,Bleaching (% of population),0,0,0,43,10.75,HC,12,10,3,7,8
5748,34.55.36.4E.25.0.49.9N,25.01386111,34.92677778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,4/22/2013,8,Bleaching (% of population),0,0,0,0,0,HC,8,13,18,9,12
5749,35.51E.25.9N,25.15,35.85,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/15/2004,6,Bleaching (% of population),0,0,0,0,0,HC,19,17,19,20,18.75
5750,35.51E.25.9N,25.15,35.85,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/15/2004,10.5,Bleaching (% of population),0,0,0,0,0,HC,11,7,4,14,9
5751,34.51.11.8E.25.9.22.8N,25.15633333,34.85327778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/25/2005,4,Bleaching (% of population),0,0,0,0,0,HC,3,14,17,12,11.5
5752,34.51.11.8E.25.9.22.8N,25.15633333,34.85327778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/17/2007,6,Bleaching (% of population),0,0,0,0,0,HC,13,15,12,9,12.25
5753,34.51.11.8E.25.9.22.8N,25.15633333,34.85327778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/14/2012,5,Bleaching (% of population),0,0,0,0,0,HC,7,5,7,2,5.25
5754,34.51.11.8E.25.9.22.8N,25.15633333,34.85327778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/14/2012,10,Bleaching (% of population),0,0,9,20,7.25,HC,10,7,11,5,8.25
5755,34.51.19.2E.25.9.27.5N,25.15763889,34.85533333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/13/2010,3.5,Bleaching (% of population),0,0,0,0,0,HC,17,18,14,6,13.75
5756,34.51.19.2E.25.9.27.5N,25.15763889,34.85533333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/13/2010,8.5,Bleaching (% of population),0,0,0,0,0,HC,19,8,17,9,13.25
5757,34.51.19.2E.25.9.27.5N,25.15763889,34.85533333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/13/2012,3.5,Bleaching (% of population),0,0,0,0,0,HC,17,21,17,15,17.5
5758,34.51.19.2E.25.9.27.5N,25.15763889,34.85533333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/13/2012,8.5,Bleaching (% of population),0,0,0,0,0,HC,16,13,11,17,14.25
5759,34.51.19.2E.25.9.27.5N,25.15763889,34.85533333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/19/2015,3.5,Bleaching (% of population),0,0,0,0,0,HC,23,21,24,20,22
5760,34.51.19.2E.25.9.27.5N,25.15763889,34.85533333,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/19/2015,8.5,Bleaching (% of population),0,0,0,0,0,HC,15,19,13,8,13.75
5761,34.50.31.7E.25.10.26.7N,25.17408333,34.84213889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/16/2004,6,Bleaching (% of population),0,0,0,0,0,HC,10,16,7,5,9.5
5762,34.50.31.7E.25.10.26.7N,25.17408333,34.84213889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/16/2004,12,Bleaching (% of population),0,0,0,0,0,HC,6,10,10,9,8.75
5763,34.50.31.7E.25.10.26.7N,25.17408333,34.84213889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,3/24/2005,5,Bleaching (% of population),0,0,0,0,0,HC,13,15,16,18,15.5
5764,34.50.31.7E.25.10.26.7N,25.17408333,34.84213889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,10/2/2007,5,Bleaching (% of population),0,0,0,0,0,HC,9,10,17,11,11.75
5765,34.50.31.7E.25.10.26.7N,25.17408333,34.84213889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,10/2/2007,11,Bleaching (% of population),0,0,0,0,0,HC,3,2,3,3,2.75
5766,34.48.35.2E.25.12.23.2N,25.20644444,34.80977778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,9/28/2005,5,Bleaching (% of population),0,0,0,0,0,HC,13,18,14,17,15.5
5767,34.48.46.5E.25.12.30N,25.20833333,34.81291667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/12/2010,3.5,Bleaching (% of population),0,0,0,0,0,HC,16,12,13,13,13.5
5768,34.48.46.5E.25.12.30N,25.20833333,34.81291667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/12/2010,8.5,Bleaching (% of population),0,0,0,0,0,HC,11,13,14,11,12.25
5769,34.48.46.5E.25.12.30N,25.20833333,34.81291667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/13/2012,3.5,Bleaching (% of population),0,0,0,0,0,HC,13,13,13,19,14.5
5770,34.48.46.5E.25.12.30N,25.20833333,34.81291667,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/13/2012,8.5,Bleaching (% of population),0,0,0,0,0,HC,17,5,11,15,12
5771,34.48.0.51E.25.14.14.08N,25.23725,34.80013889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/31/2017,3.5,Bleaching (% of population),0,0,0,0,0,HC,24,18,18,20,20
5772,34.48.0.51E.25.14.14.08N,25.23725,34.80013889,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/31/2017,8.5,Bleaching (% of population),0,0,0,0,0,HC,16,17,5,8,11.5
5773,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,12/12/2009,3.5,Bleaching (% of population),0,0,0,0,0,HC,22,17,13,17,17.25
5774,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,12/12/2009,8,Bleaching (% of population),0,0,0,0,0,HC,14,22,18,18,18
5775,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,11/11/2011,3.5,Bleaching (% of population),0,0,0,0,0,HC,21,19,16,27,20.75
5776,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,11/11/2011,8.5,Bleaching (% of population),0,0,0,0,0,HC,23,20,19,25,21.75
5777,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,2/18/2013,3.5,Bleaching (% of population),0,0,0,0,0,HC,13,18,17,,16
5778,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/13/2013,3.5,Bleaching (% of population),0,0,0,0,0,HC,26,20,11,14,17.75
5779,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/13/2013,8.5,Bleaching (% of population),0,0,0,0,0,HC,9,20,11,15,13.75
5780,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/20/2015,3.5,Bleaching (% of population),0,0,0,0,0,HC,22,31,18,22,23.25
5781,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/20/2015,8.5,Bleaching (% of population),0,0,0,0,0,HC,22,19,14,14,17.25
5782,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/31/2017,3.5,Bleaching (% of population),0,0,0,0,0,HC,24,11,17,13,16.25
5783,34.47.54.98E.25.14.38.29N,25.24397222,34.79861111,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,5/31/2017,8.5,Bleaching (% of population),0,0,0,0,0,HC,24,10,15,19,17
5784,34.47.53.8E.25.14.44.48N,25.24569444,34.79827778,Red Sea,Western Indo-Pacific,North and central Red Sea,Egypt,Red Sea Governorate,Marsa Alam,,,6/26/2008,5,Bleaching (% of population),0,0,0,0,0,HC,14,22,29,26,22.75
